2180000,20871
2190000,20845
2200000,21051
2210000,21152
2220000,21247
2230000,21350
2240000,21327
2250000,21517
2260000,21732
2270000,21742
2280000,21721
2290000,21893
2300000,21910
2310000,21940
2320000,22493
2330000,22261
2340000,22303
2350000,22308
2360000,22683
2370000,22698
2380000,23058
2390000,23088
2400000,22950
2410000,23000
2420000,23018
2430000,23140
2440000,23356
2450000,23426
2460000,23498
2470000,23777
2480000,23837
2490000,23876
2500000,23691
2510000,24067
2520000,24304
2530000,24227
2540000,24140
2550000,24221
2560000,24304
2570000,24525
2580000,24667
2590000,24578
2600000,24695
2610000,24942
2620000,25289
2630000,25176
2640000,25060
2650000,25324
2660000,25278
2670000,25366
2680000,25467
2690000,25571
2700000,25826
2710000,25768
2720000,26047
2730000,25922
2740000,26195
2750000,26120
2760000,26409
2770000,26516
2780000,26587
2790000,26531
2800000,26597
2810000,26664
2820000,26947
2830000,27037
2840000,27192
2850000,27082
2860000,27598
2870000,27284
2880000,27587
2890000,27954
2900000,27579
2910000,27661
2920000,27768
2930000,27856
2940000,28127
2950000,28051
2960000,28100
2970000,28360
2980000,28344
2990000,28334
3000000,28535
3010000,28762
3020000,28956
3030000,28992
3040000,29050
3050000,29168
3060000,29260
3070000,29331
3080000,29298
3090000,29429
3100000,29565
3110000,29562
3120000,29629
3130000,29897
3140000,29846
3150000,30089
3160000,30366
3170000,30421
3180000,30357
3190000,30627
3200000,30702
3210000,30395
3220000,30710
3230000,30787
3240000,30883
3250000,31008
3260000,31137
3270000,31260
3280000,31556
3290000,31338
3300000,31598
3310000,31734
3320000,31651
3330000,31935
3340000,31881
3350000,32144
3360000,32240
3370000,32273
3380000,32218
3390000,32494
3400000,32588
3410000,32708
3420000,32831
3430000,33174
3440000,32822
3450000,32844
3460000,32957
3470000,33069
3480000,33167
3490000,33259
3500000,33553
3510000,33472
3520000,33733
3530000,33594
3540000,33940
3550000,33875
3560000,33935
3570000,33825
3580000,34363
3590000,34436
3600000,34506
3610000,34571
3620000,34682
3630000,34789
3640000,34871
3650000,34793
3660000,34861
3670000,35061
3680000,35118
3690000,35200
3700000,35514
3710000,35723
3720000,36389
3730000,35888
3740000,36220
3750000,36344
3760000,36031
3770000,36418
3780000,36621
3790000,37150
3800000,36906
3810000,38175
3820000,37044
3830000,37171
3840000,37939
3850000,36709
3860000,36999
3870000,37180
3880000,37063
3890000,37251
3900000,37415
3910000,37542
3920000,37368
3930000,37676
3940000,37605
3950000,37737
3960000,38136
3970000,38392
3980000,38087
3990000,38089
4000000,38513
4010000,38451
4020000,38535
4030000,38566
4040000,38629
4050000,38867
4060000,39237
4070000,39173
4080000,39066
4090000,39315
4100000,39578
4110000,39368
4120000,39630
4130000,39820
4140000,39888
4150000,39873
4160000,39933
4170000,40060
4180000,40222
4190000,40048
4200000,42627
4210000,42726
4220000,42516
4230000,42468
4240000,43133
4250000,42843
4260000,43340
4270000,42778
4280000,43306
4290000,43566
4300000,43482
4310000,43754
4320000,43637
4330000,44011
4340000,43183
4350000,44010
4360000,44422
4370000,44846
4380000,44071
4390000,44329
4400000,43667
4410000,43724
4420000,44106
4430000,44193
4440000,44126
4450000,44440
4460000,44385
4470000,44400
4480000,44735
4490000,44777
4500000,44598
4510000,44947
4520000,44780
4530000,45250
4540000,45342
4550000,45158
4560000,45175
4570000,45215
4580000,45628
4590000,45473
4600000,45877
4610000,45363
4620000,46066
4630000,48157
4640000,46219
4650000,46011
4660000,46136
4670000,45734
4680000,46324
4690000,46713
4700000,46558
4710000,46655
4720000,46772
4730000,47112
4740000,46987
4750000,47361
4760000,47083
4770000,47272
4780000,47692
4790000,47519
4800000,47518
4810000,47592
4820000,48091
4830000,47789
4840000,50087
4850000,48347
4860000,48508
4870000,48251
4880000,48650
4890000,48692
4900000,48523
4910000,48621
4920000,48787
4930000,48875
4940000,49327
4950000,49093
4960000,49006
4970000,49399
4980000,49520
4990000,49387
5000000,49526
5010000,49906
